rank,gid,role,priority_score,why
1,100000003684369100,coordinator,0.992546,"Priority 0.99; Coordination signs: 24 payers/58 tx in, 62 recipients/67 tx out; betweenness p99, 7 seeds within 2 hops. Verify. Seed inflow is understated."
2,100000008603629100,coordinator,0.986738,"Priority 0.99; Coordination signs: 19 payers/45 tx in, 61 recipients/74 tx out; betweenness p100, 6 seeds within 2 hops. Verify."
3,100000003016635100,coordinator,0.986671,"Priority 0.99; Coordination signs: 8 payers/36 tx in, 73 recipients/151 tx out; betweenness p100, 9 seeds within 2 hops. Verify. Seed inflow is understated."
4,100000008477350100,coordinator,0.980708,"Priority 0.98; Coordination signs: 11 payers/14 tx in, 39 recipients/44 tx out; betweenness p100, 4 seeds within 2 hops. Verify."
5,100000006866783100,coordinator,0.979740,"Priority 0.98; Coordination signs: 13 payers/31 tx in, 67 recipients/90 tx out; betweenness p100, 7 seeds within 2 hops. Verify. Seed inflow is understated."
6,100000000331309100,coordinator,0.976235,"Priority 0.98; Coordination signs: 5 payers/8 tx in, 99 recipients/126 tx out; betweenness p100, 9 seeds within 2 hops. Verify."
7,100000005933757100,coordinator,0.975734,"Priority 0.98; Coordination signs: 4 payers/6 tx in, 34 recipients/46 tx out; betweenness p100, 7 seeds within 2 hops. Verify."
8,100000008165763100,coordinator,0.973943,"Priority 0.97; Coordination signs: 15 payers/26 tx in, 17 recipients/17 tx out; betweenness p97, 7 seeds within 2 hops. Verify."
9,100000004156082100,coordinator,0.972875,"Priority 0.97; Coordination signs: 5 payers/7 tx in, 26 recipients/29 tx out; betweenness p99, 8 seeds within 2 hops. Verify."
10,100000000437046100,coordinator,0.972230,"Priority 0.97; Coordination signs: 9 payers/20 tx in, 42 recipients/73 tx out; betweenness p99, 4 seeds within 2 hops. Verify."
11,100000000343175100,coordinator,0.968113,"Priority 0.97; Coordination signs: 8 payers/14 tx in, 31 recipients/33 tx out; betweenness p99, 9 seeds within 2 hops. Verify. Seed inflow is understated."
12,100000002741024100,coordinator,0.962951,"Priority 0.96; Coordination signs: 5 payers/9 tx in, 6 recipients/7 tx out; betweenness p94, 2 seeds within 2 hops. Verify."
13,100000001616816100,coordinator,0.962839,"Priority 0.96; Coordination signs: 5 payers/12 tx in, 3 recipients/10 tx out; betweenness p94, 3 seeds within 2 hops. Verify. Seed inflow is understated."
14,100000003115284100,coordinator,0.960458,"Priority 0.96; Coordination signs: 8 payers/15 tx in, 2 recipients/4 tx out; betweenness p95, 4 seeds within 2 hops. Verify."
15,100000004403675100,coordinator,0.960358,"Priority 0.96; Coordination signs: 4 payers/8 tx in, 5 recipients/6 tx out; betweenness p99, 7 seeds within 2 hops. Verify."
16,100000005074393100,coordinator,0.958801,"Priority 0.96; Coordination signs: 4 payers/5 tx in, 6 recipients/10 tx out; betweenness p96, 3 seeds within 2 hops. Verify."
17,100000002957787100,coordinator,0.956397,"Priority 0.96; Coordination signs: 4 payers/7 tx in, 34 recipients/41 tx out; betweenness p100, 7 seeds within 2 hops. Verify."
18,100000005339662100,distributor,0.955952,"Priority 0.96; Fan-out signs: 4 recipients/15 tx, 295,160 KZT out; 4 payers/9 tx in. Verify."
19,100000001857829100,coordinator,0.955062,"Priority 0.96; Coordination signs: 6 payers/9 tx in, 16 recipients/16 tx out; betweenness p99, 3 seeds within 2 hops. Verify."
20,100000003701161100,coordinator,0.954150,"Priority 0.95; Coordination signs: 4 payers/13 tx in, 3 recipients/7 tx out; betweenness p96, 2 seeds within 2 hops. Verify."
21,100000008346837100,coordinator,0.950801,"Priority 0.95; Coordination signs: 9 payers/12 tx in, 25 recipients/26 tx out; betweenness p100, 11 seeds within 2 hops. Verify."
22,100000005382566100,consolidator,0.946239,"Priority 0.95; Consolidation signs: 7 payers/11 tx, 393,066 KZT observed in, 1 recipients; seed inflow is understated. Verify."
23,100000001899164100,coordinator,0.945750,"Priority 0.95; Coordination signs: 4 payers/5 tx in, 3 recipients/3 tx out; betweenness p94, 2 seeds within 2 hops. Verify."
24,100000005704413100,coordinator,0.943347,"Priority 0.94; Coordination signs: 3 payers/4 tx in, 32 recipients/35 tx out; betweenness p99, 4 seeds within 2 hops. Verify."
